order_id,product_id,quantity,unit_price,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,Month,Day,Hour,total_value
9073572548,60619,1,726.41,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97,Megha Hora,inaya49@example.com,918549511420,"839, Bhatti Ganj, Saharanpur 068437",North Dumdum,143574,2024-02-16,Inactive,10,1898.27,May,Tuesday,23,726.41
8395583761,561860,3,874.78,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,UPI,84816,5448,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,Anusha Bahri,hemanginigour@example.org,917371380072,"H.No. 78, Memon Marg, Bettiah-165769",Saharanpur,232753,2023-11-10,Inactive,6,239.76,August,Sunday,23,2624.34
6355378227,993331,1,102.44,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,UPI,23910,810,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86,Daksh Atwal,indiratrivedi@example.com,919692423734,"374, Sehgal Zila
Mysore 291634",Davanagere,619381,2023-12-16,Premium,1,376.48,August,Friday,16,102.44
277376321,94225,3,77.11,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70,Radhika Kaul,vidhimitra@example.net,911430159648,"24/53
Koshy Chowk, Bangalore-414625",Dibrugarh,451264,2024-04-02,Premium,11,673.6,July,Sunday,4,231.32999999999998
8559748526,552496,1,508.0,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,Isha Sheth,revaatwal@example.net,915776097269,"H.No. 36
Doctor Path, Aurangabad 897507",Ratlam,406941,2023-08-24,Premium,7,584.9,April,Wednesday,18,508.0
1458051433,57405,3,607.67,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,UPI,61040,7426,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64,Yug Varughese,kapooravi@example.org,916862473368,"H.No. 12
Randhawa
Proddatur 807263",Maheshtala,100658,2023-03-17,New,14,1670.47,April,Friday,9,1823.0099999999998
5838302640,240179,3,90.56,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,UPI,30907,4242,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,Osha Desai,rachitabehl@example.org,915335035895,"H.No. 940, Goda Chowk, Morena 883030",Chittoor,679019,2024-05-03,New,15,1834.19,May,Friday,5,271.68
1380971977,602241,3,976.55,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,Isaiah Natt,amrita65@example.org,914278244798,"85, Samra Zila
Thane-835654",Baranagar,881409,2023-09-16,New,12,1043.28,June,Sunday,13,2929.6499999999996
1221099013,131937,1,287.81,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,Chakradev Verma,vincent13@example.com,910123070760,"71/96, Amble Circle, Panvel-979863",Etawah,954583,2024-01-07,Premium,8,1412.4,July,Sunday,10,287.81
6771166303,677542,3,212.61,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52,Max Pandit,vamakshi09@example.com,912812848221,"66/373
Wali
Singrauli-074003",Bathinda,966966,2023-09-29,Regular,6,863.84,July,Monday,4,637.83
7111337755,888807,3,230.58,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,Bhavna Ramesh,esingh@example.org,915866776432,"39/475
Sathe Road
Bhopal-622648",Rajahmundry,134704,2023-11-16,Regular,18,1830.92,May,Saturday,5,691.74
5562922993,540618,1,317.05,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,Diya Chakrabarti,bhavanikala@example.com,919634128482,"937, Nayar Street
Ongole-865795",Medininagar,121675,2023-09-25,Inactive,18,752.91,December,Wednesday,2,317.05
5630957897,876139,2,415.75,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,827.44,Wallet,14408,468,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,Yashica Sehgal,igola@example.net,916177443666,"77/881, Mitra Street
Erode 449182",Nandyal,920703,2024-02-25,Inactive,20,1350.67,June,Tuesday,7,831.5
1787380558,444361,3,822.63,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2066.77,Cash,95835,862,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71,Tripti Loke,anika70@example.com,916100622779,"25, Oommen Road, Gandhidham 607310",Akola,164050,2023-08-18,Inactive,17,908.68,November,Wednesday,17,2467.89
32613017,451812,1,530.85,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,2354.28,Card,77303,3364,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,29,63,Harinakshi Sule,ocontractor@example.net,919987025776,"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,345071,2024-01-04,Regular,7,321.8,March,Friday,0,530.85
2039041670,287070,1,443.17,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,96.33,Wallet,31963,1003,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93,Geetika Nanda,jpalla@example.org,911669329675,"843, Yogi Zila
Panvel-489127",Alappuzha,137999,2023-03-19,Regular,13,340.65,November,Friday,9,443.17
210693801,432617,3,863.18,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.22,UPI,14789,4184,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,Gabriel Sawhney,chahalsamuel@example.net,911821918243,"H.No. 671, Doctor Chowk, Saharanpur 270113",Bokaro,551761,2024-01-30,Regular,16,248.21,August,Wednesday,3,2589.54
8120002258,131937,1,287.81,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,1213.05,Card,61526,6830,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,Pooja Nadkarni,parmarvasatika@example.org,916008140997,"871
Parsa Chowk
Nagercoil 859863",Thrissur,805070,2024-01-10,New,5,1832.55,January,Monday,0,287.81
2177917034,144124,2,162.67,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,Slightly Delayed,3134.8,Card,75636,4829,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82,Kamala Rama,raymegha@example.net,910025008643,"63
Mallick Chowk
Lucknow 415089",Rajahmundry,126465,2024-06-29,New,14,1580.62,February,Thursday,20,325.34
4254814926,324809,1,608.0,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,On Time,3818.33,Wallet,1761,7830,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,Raagini Badal,nicholas03@example.com,910650147457,"82/260
Chokshi Ganj
Etawah 946629",Chennai,382306,2024-11-01,Premium,16,552.68,April,Sunday,6,608.0
6074172790,888807,2,230.58,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,2008.84,Wallet,3481,4057,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,Triya Patla,fradonarayan@example.net,914477864460,"H.No. 214
Barman Road
Mira-Bhayandar-611798",Anand,469217,2023-11-24,Premium,14,1127.8,July,Wednesday,2,461.16
3381573131,684939,1,727.95,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,On Time,114.52,Cash,50582,7456,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,Wakeeta Khurana,pillaifariq@example.net,919266189601,"H.No. 48, Luthra Ganj
Baranagar-391311",Pali,488313,2024-06-01,Regular,14,1029.98,July,Tuesday,0,727.95
3773745777,734789,1,395.82,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,On Time,1488.19,Card,97135,8100,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66,Gaurav Sodhi,nsibal@example.net,910987976726,"63/74, Sarkar Road, Jhansi-992671",Mathura,928001,2023-11-14,Premium,9,550.5,May,Thursday,14,395.82
9251939156,876139,3,415.75,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,Slightly Delayed,891.6,Cash,57095,7206,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,Dayamai Ray,jdate@example.com,912655185000,"775, Nayak Street, Patna-218169",Khandwa,166001,2023-03-19,New,5,1859.93,December,Saturday,12,1247.25
3872982303,56589,2,517.77,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,On Time,1779.45,Wallet,60234,7886,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85,Saksham Kaur,nathmohammed@example.net,912436260247,"45, Gera Path, Medininagar-812341",Kakinada,457519,2024-06-11,Premium,18,560.95,February,Saturday,1,1035.54
2625987757,890232,1,432.0,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,169.88,UPI,51273,4569,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91,Tripti Tandon,aradhana79@example.org,917981586241,"352
Agrawal Road, Siwan 961199",Begusarai,766033,2023-05-07,Regular,10,1122.23,August,Tuesday,7,432.0
3162249401,432617,1,863.18,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,On Time,4406.98,Cash,47552,2221,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,Harshil Kari,dayalguneet@example.org,919329800177,"69/70
Buch Marg
Bareilly 336418",Anand,99406,2023-12-07,New,8,336.36,May,Friday,13,863.18
3108986741,687218,3,317.82,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,On Time,2401.92,Wallet,60867,6530,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58,Pahal Palla,wrideshmannan@example.net,918806437787,"87/32, Parekh Nagar, Jaipur-419966",Gurgaon,751303,2024-06-19,Inactive,11,1340.89,October,Tuesday,19,953.46
1851474741,970529,3,827.44,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,Slightly Delayed,3742.79,Card,12879,8735,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84,Rudra Dutta,janya57@example.com,914824634432,"02/047
Patel Road
Dindigul 073010",Ahmednagar,398963,2024-02-28,Inactive,9,1251.82,November,Wednesday,13,2482.32
2425099132,604184,2,397.55,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,2498.22,Wallet,44245,4794,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84,Rudra Mall,nandra@example.com,917990226858,"26/84, Manne Road
Nadiad-091335",Tinsukia,355326,2024-07-17,Regular,2,367.12,August,Tuesday,1,795.1
6706793332,615545,2,448.16,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,Slightly Delayed,949.75,UPI,76503,8271,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,Mekhala Vora,gardequincy@example.org,917852965877,"08/563, Sane Circle, Khora -425505",Panvel,691869,2023-07-15,Regular,15,1832.58,October,Wednesday,21,896.32
2149289255,567671,3,418.48,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,Significantly Delayed,2687.31,Cash,25251,7315,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,Sneha Amble,vedantdoctor@example.org,918788141295,"21/31
Bahri Road, New Delhi-268180",Siwan,847223,2023-07-11,Premium,10,697.08,November,Friday,15,1255.44
1971008155,222892,1,869.22,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,1866.01,Cash,30330,5472,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,2023-05-27,Premium,12,923.06,October,Monday,22,869.22
2087093460,34186,2,925.65,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,On Time,4198.33,Card,27478,2176,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74,William Guha,lshenoy@example.org,912059322066,"28/86, Bala Ganj
Raipur-127796",Gulbarga,776510,2024-08-30,Regular,19,999.5,July,Thursday,11,1851.3
